2024-04-12 09:32:25.6982 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7082/swagger/index.html - -
2024-04-12 09:32:26.6417 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7082/swagger/index.html - - - 200 - text/html;charset=utf-8 945.6932ms
2024-04-12 09:32:27.7376 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7082/_framework/aspnetcore-browser-refresh.js - -
2024-04-12 09:32:27.7376 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7082/_vs/browserLink - -
2024-04-12 09:32:27.7510 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7082/_framework/aspnetcore-browser-refresh.js - - - 200 11990 application/javascript;+charset=utf-8 12.2789ms
2024-04-12 09:32:27.7952 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7082/_vs/browserLink - - - 200 - text/javascript;+charset=UTF-8 59.6139ms
2024-04-12 09:32:27.8865 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7082/swagger/v1/swagger.json - -
2024-04-12 09:32:28.6597 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7082/swagger/v1/swagger.json - - - 200 - application/json;charset=utf-8 773.6814ms
2024-04-12 09:32:43.0996 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7082/api/CLBIL01/GetBill?id=4 - -
2024-04-12 09:32:43.1408 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executing endpoint 'BillingAPI.Controllers.CLBIL01Controller.GetBill (BillingAPI)'
2024-04-12 09:32:43.1715 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Route matched with {action = "GetBill", controller = "CLBIL01"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult GetBill(Int32) on controller BillingAPI.Controllers.CLBIL01Controller (BillingAPI).
2024-04-12 09:32:44.3913 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method BillingAPI.Controllers.CLBIL01Controller.GetBill (BillingAPI) - Validation state: Valid
2024-04-12 09:32:44.6137 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action method BillingAPI.Controllers.CLBIL01Controller.GetBill (BillingAPI), returned result Microsoft.AspNetCore.Mvc.OkObjectResult in 217.2228ms.
2024-04-12 09:32:44.6137 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor | Executing OkObjectResult, writing value of type 'BillingAPI.Models.RES01'.
2024-04-12 09:32:44.7056 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action BillingAPI.Controllers.CLBIL01Controller.GetBill (BillingAPI) in 1527.889ms
2024-04-12 09:32:44.7056 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executed endpoint 'BillingAPI.Controllers.CLBIL01Controller.GetBill (BillingAPI)'
2024-04-12 09:32:44.8527 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7082/api/CLBIL01/GetBill?id=4 - - - 500 - text/plain;+charset=utf-8 1748.8166ms
2024-04-12 09:34:53.8200 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7082/swagger/index.html - -
2024-04-12 09:34:53.8322 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7082/swagger/index.html - - - 200 - text/html;charset=utf-8 14.7914ms
2024-04-12 09:34:53.8487 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7082/_framework/aspnetcore-browser-refresh.js - -
2024-04-12 09:34:53.8487 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7082/_vs/browserLink - -
2024-04-12 09:34:53.8487 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7082/_framework/aspnetcore-browser-refresh.js - - - 200 11990 application/javascript;+charset=utf-8 1.0037ms
2024-04-12 09:34:53.8610 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7082/_vs/browserLink - - - 200 - text/javascript;+charset=UTF-8 17.8708ms
2024-04-12 09:34:53.9857 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7082/swagger/v1/swagger.json - -
2024-04-12 09:34:54.5479 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7082/swagger/v1/swagger.json - - - 200 - application/json;charset=utf-8 576.9356ms
2024-04-12 09:35:07.4057 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7082/api/CLBIL01/GetBill?id=4 - -
2024-04-12 09:35:07.4078 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executing endpoint 'BillingAPI.Controllers.CLBIL01Controller.GetBill (BillingAPI)'
2024-04-12 09:35:07.4078 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Route matched with {action = "GetBill", controller = "CLBIL01"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult GetBill(Int32) on controller BillingAPI.Controllers.CLBIL01Controller (BillingAPI).
2024-04-12 09:35:07.4547 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method BillingAPI.Controllers.CLBIL01Controller.GetBill (BillingAPI) - Validation state: Valid
2024-04-12 09:35:07.4722 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action method BillingAPI.Controllers.CLBIL01Controller.GetBill (BillingAPI), returned result Microsoft.AspNetCore.Mvc.OkObjectResult in 16.6774ms.
2024-04-12 09:35:07.4722 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor | Executing OkObjectResult, writing value of type 'BillingAPI.Models.RES01'.
2024-04-12 09:35:07.4722 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action BillingAPI.Controllers.CLBIL01Controller.GetBill (BillingAPI) in 71.6404ms
2024-04-12 09:35:07.4722 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executed endpoint 'BillingAPI.Controllers.CLBIL01Controller.GetBill (BillingAPI)'
2024-04-12 09:35:07.5180 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7082/api/CLBIL01/GetBill?id=4 - - - 500 - text/plain;+charset=utf-8 112.0705ms
2024-04-12 09:35:54.0438 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7082/swagger/index.html - -
2024-04-12 09:35:54.0519 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7082/swagger/index.html - - - 200 - text/html;charset=utf-8 14.4877ms
2024-04-12 09:35:54.0676 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7082/_framework/aspnetcore-browser-refresh.js - -
2024-04-12 09:35:54.0676 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7082/_framework/aspnetcore-browser-refresh.js - - - 200 11990 application/javascript;+charset=utf-8 0.3584ms
2024-04-12 09:35:54.0676 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7082/_vs/browserLink - -
2024-04-12 09:35:54.1371 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7082/_vs/browserLink - - - 200 - text/javascript;+charset=UTF-8 70.7314ms
2024-04-12 09:35:54.2450 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7082/swagger/v1/swagger.json - -
2024-04-12 09:35:54.8615 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7082/swagger/v1/swagger.json - - - 200 - application/json;charset=utf-8 622.8545ms
2024-04-12 09:36:11.7787 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7082/api/CLBIL01/GetBill?id=4 - -
2024-04-12 09:36:11.7787 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executing endpoint 'BillingAPI.Controllers.CLBIL01Controller.GetBill (BillingAPI)'
2024-04-12 09:36:11.7859 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Route matched with {action = "GetBill", controller = "CLBIL01"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult GetBill(Int32) on controller BillingAPI.Controllers.CLBIL01Controller (BillingAPI).
2024-04-12 09:36:11.8220 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method BillingAPI.Controllers.CLBIL01Controller.GetBill (BillingAPI) - Validation state: Valid
