2024-06-07 10:32:20.1254 | DEBUG | Microsoft.AspNetCore.Hosting.Diagnostics | Hosting starting
2024-06-07 10:32:20.9707 | DEBUG | Microsoft.AspNetCore.Mvc.ModelBinding.ModelBinderFactory | Registered model binder providers, in the following order: Microsoft.AspNetCore.Mvc.ModelBinding.Binders.BinderTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ServicesModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.BodyModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.HeaderModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FloatingPointTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.EnumTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.DateTimeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.SimpleTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.CancellationTokenModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ByteArrayModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FormFileModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FormCollectionModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.KeyValuePairModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.DictionaryModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ArrayModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.CollectionModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ComplexObjectModelBinderProvider
2024-06-07 10:32:22.8798 | DEBUG | Microsoft.AspNetCore.Server.Kestrel.Core.KestrelServer | Using development certificate: CN=localhost (Thumbprint: 4A3F19302DC503DCF872708C86F161CC3D96CF0F)
2024-06-07 10:32:22.9509 | DEBUG | Microsoft.AspNetCore.Hosting.Diagnostics | Hosting started
2024-06-07 10:32:22.9509 | DEBUG | Microsoft.AspNetCore.Hosting.Diagnostics | Loaded hosting startup assembly BillingAPI
2024-06-07 10:32:22.9509 | DEBUG | Microsoft.AspNetCore.Hosting.Diagnostics | Loaded hosting startup assembly Microsoft.AspNetCore.Watch.BrowserRefresh
2024-06-07 10:32:22.9509 | DEBUG | Microsoft.AspNetCore.Hosting.Diagnostics | Loaded hosting startup assembly Microsoft.WebTools.BrowserLink.Net
2024-06-07 10:32:23.3566 | DEBUG | Microsoft.AspNetCore.Server.Kestrel.Connections | Connection id "0HN46LS28Q1EM" accepted.
2024-06-07 10:32:23.3566 | DEBUG | Microsoft.AspNetCore.Server.Kestrel.Connections | Connection id "0HN46LS28Q1EM" started.
2024-06-07 10:32:23.3884 | DEBUG | Microsoft.AspNetCore.Server.Kestrel.Connections | Connection id "0HN46LS28Q1EN" accepted.
2024-06-07 10:32:23.3884 | DEBUG | Microsoft.AspNetCore.Server.Kestrel.Connections | Connection id "0HN46LS28Q1EN" started.
2024-06-07 10:32:25.3217 | DEBUG | Microsoft.AspNetCore.Server.Kestrel.Connections | Connection id "0HN46LS28Q1EO" accepted.
2024-06-07 10:32:25.3217 | DEBUG | Microsoft.AspNetCore.Server.Kestrel.Connections | Connection id "0HN46LS28Q1EO" started.
2024-06-07 10:32:25.4104 | DEBUG | Microsoft.AspNetCore.Server.Kestrel.Https.Internal.HttpsConnectionMiddleware | Connection 0HN46LS28Q1EO established using the following protocol: Tls12
2024-06-07 10:32:25.5676 | DEBUG | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | Wildcard detected, all requests with hosts will be allowed.
2024-06-07 10:32:25.8287 | DEBUG | Microsoft.AspNetCore.Watch.BrowserRefresh.BrowserRefreshMiddleware | Response markup is scheduled to include browser refresh script injection.
2024-06-07 10:32:26.2069 | DEBUG | Microsoft.AspNetCore.Watch.BrowserRefresh.BrowserRefreshMiddleware | Response markup was updated to include browser refresh script injection.
