224-04-09 10:45:31.5651 | DEBUG | Microsoft.AspNetCore.Hosting.Diagnostics | Hosting starting
224-04-09 10:45:33.4106 | DEBUG | Microsoft.AspNetCore.Mvc.ModelBinding.ModelBinderFactory | Registered model binder providers, in the following order: Microsoft.AspNetCore.Mvc.ModelBinding.Binders.BinderTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ServicesModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.BodyModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.HeaderModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FloatingPointTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.EnumTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.DateTimeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.SimpleTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.CancellationTokenModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ByteArrayModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FormFileModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FormCollectionModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.KeyValuePairModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.DictionaryModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ArrayModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.CollectionModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ComplexObjectModelBinderProvider
224-04-09 10:45:35.6683 | DEBUG | Microsoft.AspNetCore.Server.Kestrel.Core.KestrelServer | Using development certificate: CN=localhost (Thumbprint: 4A3F19302DC503DCF872708C86F161CC3D96CF0F)
224-04-09 10:45:35.7278 | DEBUG | Microsoft.AspNetCore.Hosting.Diagnostics | Hosting started
224-04-09 10:45:35.7278 | DEBUG | Microsoft.AspNetCore.Hosting.Diagnostics | Loaded hosting startup assembly BillingAPI
224-04-09 10:45:35.7278 | DEBUG | Microsoft.AspNetCore.Hosting.Diagnostics | Loaded hosting startup assembly Microsoft.AspNetCore.Watch.BrowserRefresh
224-04-09 10:45:35.7278 | DEBUG | Microsoft.AspNetCore.Hosting.Diagnostics | Loaded hosting startup assembly Microsoft.WebTools.BrowserLink.Net
224-04-09 10:45:35.8737 | DEBUG | Microsoft.AspNetCore.Server.Kestrel.Connections | Connection id "0HN2OAGB8SEFU" accepted.
224-04-09 10:45:35.8755 | DEBUG | Microsoft.AspNetCore.Server.Kestrel.Connections | Connection id "0HN2OAGB8SEFU" started.
224-04-09 10:45:35.9160 | DEBUG | Microsoft.AspNetCore.Server.Kestrel.Connections | Connection id "0HN2OAGB8SEFV" accepted.
224-04-09 10:45:35.9160 | DEBUG | Microsoft.AspNetCore.Server.Kestrel.Connections | Connection id "0HN2OAGB8SEFV" started.
224-04-09 10:45:39.4488 | DEBUG | Microsoft.AspNetCore.Server.Kestrel.Connections | Connection id "0HN2OAGB8SEG0" accepted.
224-04-09 10:45:39.4788 | DEBUG | Microsoft.AspNetCore.Server.Kestrel.Connections | Connection id "0HN2OAGB8SEG0" started.
224-04-09 10:45:39.7156 | DEBUG | Microsoft.AspNetCore.Server.Kestrel.Https.Internal.HttpsConnectionMiddleware | Connection 0HN2OAGB8SEG0 established using the following protocol: Tls12
224-04-09 10:45:39.9394 | DEBUG | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | Wildcard detected, all requests with hosts will be allowed.
224-04-09 10:45:40.6591 | DEBUG | Microsoft.AspNetCore.Watch.BrowserRefresh.BrowserRefreshMiddleware | Response markup is scheduled to include browser refresh script injection.
224-04-09 10:45:41.2543 | DEBUG | Microsoft.AspNetCore.Watch.BrowserRefresh.BrowserRefreshMiddleware | Response markup was updated to include browser refresh script injection.
224-04-09 10:45:43.3392 | DEBUG | Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets | Connection id "0HN2OAGB8SEG0" received FIN.
224-04-09 10:45:43.3392 | DEBUG | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2OAGB8SEG0" is closed. The last processed stream ID was 5.
224-04-09 10:45:43.3449 | DEBUG | Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets | Connection id "0HN2OAGB8SEG0" sending FIN because: "The client closed the connection."
224-04-09 10:45:43.3449 | DEBUG | Microsoft.AspNetCore.Server.Kestrel.Connections | Connection id "0HN2OAGB8SEG0" stopped.
224-04-09 10:45:43.3994 | DEBUG | Microsoft.AspNetCore.Server.Kestrel.Connections | Connection id "0HN2OAGB8SEG1" accepted.
224-04-09 10:45:43.3994 | DEBUG | Microsoft.AspNetCore.Server.Kestrel.Connections | Connection id "0HN2OAGB8SEG1" started.
224-04-09 10:45:43.3994 | DEBUG | Microsoft.AspNetCore.Server.Kestrel.Https.Internal.HttpsConnectionMiddleware | Connection 0HN2OAGB8SEG1 established using the following protocol: Tls12
224-04-09 10:45:45.9492 | DEBUG | Microsoft.AspNetCore.Server.Kestrel.Https.Internal.HttpsConnectionMiddleware | Authentication of the HTTPS connection timed out.
224-04-09 10:45:45.9492 | DEBUG | Microsoft.AspNetCore.Server.Kestrel.Connections | Connection id "0HN2OAGB8SEFU" stopped.
